YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FLIGHT_NUM,ORIGIN,DEST,SCHEDULED_DEP_TIME,ACTUAL_DEP_TIME,DEP_DELAY,SCHEDULED_ARR_TIME,ACTUAL_ARR_TIME,DISTANCE,ARR_DELAY,DELAY
2016,3,5,6,2536,MSP,SEA,1929,1924,-5,2112,2104,1399,-8,NO
2016,3,7,1,856,MSP,ATL,858,855,-3,1229,1213,907,-16,NO
2016,3,7,1,902,ATL,DTW,1454,1454,0,1653,1652,594,-1,NO
2016,3,7,1,952,ATL,SEA,1515,1522,7,1738,1715,2182,-23,NO
2016,3,7,1,984,ATL,JFK,2050,2050,0,2321,2257,760,-24,NO
2016,3,7,1,1112,ATL,JFK,1030,1031,1,1246,1248,760,2,NO
2016,3,7,1,1231,ATL,DTW,1341,1337,-4,1541,1524,594,-17,NO
2016,3,7,1,1355,DTW,ATL,1205,1202,-3,1415,1346,594,-29,NO
2016,3,7,1,1453,DTW,MSP,2045,2052,7,2145,2133,528,-12,NO
2016,3,6,7,1975,MSP,ATL,1115,1112,-3,1439,1427,907,-12,NO
2016,3,6,7,2032,MSP,JFK,655,655,0,1037,1024,1029,-13,NO
2016,3,7,1,1700,SEA,MSP,35,30,-5,550,540,1399,-10,NO
2016,3,7,1,1805,SEA,DTW,939,932,-7,1655,1648,1927,-7,NO
2016,3,7,1,1888,MSP,ATL,1505,1558,53,1830,1917,907,47,YES
2016,3,7,1,1975,MSP,ATL,1120,1119,-1,1444,1439,907,-5,NO
2016,3,7,1,2032,MSP,JFK,655,652,-3,1037,1026,1029,-11,NO
2016,3,7,1,2246,DTW,ATL,1626,1621,-5,1831,1816,594,-15,NO
2016,3,7,1,2299,SEA,JFK,50,107,17,908,923,2422,15,YES
2016,3,7,1,2350,ATL,JFK,830,833,3,1049,1039,760,-10,NO
2016,3,7,1,2424,ATL,SEA,1105,1106,1,1334,1252,2182,-42,NO
2016,3,8,2,1227,MSP,DTW,1944,1945,1,2223,2217,528,-6,NO
2016,3,8,2,1328,DTW,JFK,2040,2053,13,2234,2234,509,0,NO
2016,3,8,2,1419,DTW,ATL,2035,2031,-4,2234,2226,594,-8,NO
2016,3,6,7,2246,DTW,ATL,1626,1624,-2,1831,1810,594,-21,NO
2016,3,6,7,2329,ATL,SEA,1309,1306,-3,1532,1511,2182,-21,NO
2016,3,6,7,2350,ATL,JFK,830,828,-2,1049,1032,760,-17,NO
2016,3,6,7,2468,DTW,MSP,1350,1348,-2,1443,1430,528,-13,NO
2016,3,6,7,2576,MSP,ATL,1620,1623,3,1952,1943,907,-9,NO
2016,3,6,7,2644,ATL,MSP,1503,1503,0,1641,1633,907,-8,NO
2016,3,6,7,2814,SEA,ATL,1442,1441,-1,2225,2211,2182,-14,NO
2016,3,7,1,281,DTW,SEA,835,831,-4,1039,1006,1927,-33,NO
2016,3,7,1,425,JFK,ATL,1559,1607,8,1840,1827,760,-13,NO
2016,3,7,1,478,ATL,JFK,1205,1206,1,1427,1435,760,8,NO
2016,3,7,1,557,MSP,DTW,635,631,-4,918,900,528,-18,NO
2016,3,7,1,629,ATL,DTW,910,909,-1,1106,1056,594,-10,NO
2016,3,7,1,748,ATL,DTW,1050,1044,-6,1248,1238,594,-10,NO
2016,3,7,1,2576,MSP,ATL,1620,1614,-6,1952,1937,907,-15,NO
2016,3,7,1,2644,ATL,MSP,1500,1458,-2,1638,1636,907,-2,NO
2016,3,7,1,2814,SEA,ATL,1442,1438,-4,2229,2215,2182,-14,NO
2016,3,8,2,53,MSP,DTW,1545,1543,-2,1823,1811,528,-12,NO
2016,3,8,2,300,SEA,ATL,1205,1202,-3,1955,1948,2182,-7,NO
2016,3,8,2,438,JFK,ATL,610,604,-6,845,846,760,1,NO
2016,3,8,2,485,JFK,SEA,1600,1553,-7,1921,1858,2422,-23,NO
2016,3,8,2,588,SEA,MSP,1126,1124,-2,1647,1642,1399,-5,NO
2016,3,8,2,630,DTW,ATL,1737,1734,-3,1943,1946,594,3,NO
2016,3,8,2,748,ATL,DTW,1050,1050,0,1248,1232,594,-16,NO
2016,3,7,1,1560,SEA,DTW,710,959,169,1430,1731,1927,181,YES
2016,3,7,1,1619,ATL,SEA,940,947,7,1210,1148,2182,-22,NO
2016,3,8,2,2032,MSP,JFK,655,649,-6,1037,1024,1029,-13,NO
2016,3,8,2,2260,SEA,ATL,1040,1038,-2,1831,1821,2182,-10,NO
2016,3,8,2,2334,DTW,SEA,1215,1211,-4,1415,1350,1927,-25,NO
2016,3,8,2,2397,MSP,SEA,1115,1110,-5,1256,1229,1399,-27,NO
2016,3,8,2,2514,ATL,DTW,2055,2054,-1,2254,2228,594,-26,NO
2016,3,8,2,2604,SEA,MSP,1305,1301,-4,1825,1821,1399,-4,NO
2016,3,8,2,2790,ATL,DTW,1205,1307,62,1407,1447,594,40,YES
2016,3,8,2,2817,JFK,DTW,910,906,-4,1126,1109,509,-17,NO
2016,3,9,3,281,DTW,SEA,835,832,-3,1039,1024,1927,-15,NO
2016,3,9,3,425,JFK,ATL,1559,1607,8,1840,1823,760,-17,NO
2016,3,9,3,478,ATL,JFK,1205,1212,7,1427,1410,760,-17,NO
2016,3,9,3,2514,ATL,DTW,2055,2054,-1,2254,2244,594,-10,NO
2016,3,9,3,2604,SEA,MSP,1305,1304,-1,1825,1812,1399,-13,NO
2016,3,9,3,2644,ATL,MSP,1500,1500,0,1638,1657,907,19,YES
2016,3,9,3,2814,SEA,ATL,1442,1442,0,2229,2213,2182,-16,NO
2016,3,8,2,856,MSP,ATL,858,852,-6,1229,1228,907,-1,NO
2016,3,8,2,902,ATL,DTW,1454,1454,0,1653,1636,594,-17,NO
2016,3,8,2,955,DTW,ATL,1345,1345,0,1550,1539,594,-11,NO
2016,3,8,2,1081,MSP,DTW,1019,1024,5,1259,1254,528,-5,NO
2016,3,8,2,1122,ATL,MSP,1205,1200,-5,1345,1338,907,-7,NO
2016,3,9,3,499,JFK,SEA,700,749,49,1021,1041,2422,20,YES
2016,3,9,3,621,ATL,SEA,1630,1623,-7,1903,1843,2182,-20,NO
2016,3,9,3,721,ATL,MSP,1645,1646,1,1829,1816,907,-13,NO
2016,3,9,3,784,ATL,MSP,830,831,1,1015,943,907,-32,NO
2016,3,9,3,888,ATL,MSP,1930,1929,-1,2113,2054,907,-19,NO
2016,3,9,3,946,ATL,MSP,2205,2219,14,2344,2336,907,-8,NO
2016,3,9,3,984,ATL,JFK,2050,2105,15,2321,2317,760,-4,NO
2016,3,9,3,1112,ATL,JFK,1030,1041,11,1246,1242,760,-4,NO
2016,3,9,3,1231,ATL,DTW,1341,1359,18,1541,1555,594,14,NO
2016,3,9,3,1357,MSP,DTW,1735,1800,25,2016,2027,528,11,NO
2016,3,9,3,1473,SEA,JFK,1120,1130,10,1945,1929,2422,-16,NO
2016,3,10,4,1112,ATL,JFK,1030,1024,-6,1246,1224,760,-22,NO
2016,3,10,4,1231,ATL,DTW,1341,1334,-7,1541,1510,594,-31,NO
2016,3,8,2,1549,MSP,ATL,1734,1750,16,2110,2122,907,12,NO
2016,3,8,2,1598,SEA,ATL,700,655,-5,1449,1424,2182,-25,NO
2016,3,8,2,1681,ATL,DTW,1907,1906,-1,2106,2048,594,-18,NO
2016,3,8,2,1740,SEA,MSP,805,814,9,1320,1319,1399,-1,NO
2016,3,8,2,1815,ATL,MSP,1345,1341,-4,1531,1456,907,-35,NO
2016,3,8,2,1955,SEA,DTW,2300,2324,24,618,624,1927,6,NO
2016,3,8,2,2005,ATL,DTW,725,724,-1,917,920,594,3,NO
2016,3,9,3,1578,ATL,SEA,824,823,-1,1051,1030,2182,-21,NO
2016,3,9,3,1649,DTW,MSP,1005,1003,-2,1104,1056,528,-8,NO
2016,3,9,3,1700,SEA,MSP,35,33,-2,550,536,1399,-14,NO
2016,3,9,3,1805,SEA,DTW,939,1006,27,1655,1658,1927,3,NO
2016,3,9,3,1888,MSP,ATL,1515,1510,-5,1840,1846,907,6,NO
2016,3,9,3,1991,MSP,ATL,520,520,0,846,855,907,9,NO
2016,3,9,3,2074,ATL,MSP,1800,1757,-3,1943,1934,907,-9,NO
2016,3,9,3,2260,SEA,ATL,1040,1041,1,1831,1824,2182,-7,NO
2016,3,9,3,2330,SEA,ATL,845,844,-1,1631,1621,2182,-10,NO
2016,3,9,3,2368,SEA,DTW,1351,1349,-2,2111,2048,1927,-23,NO
2016,3,10,4,281,DTW,SEA,835,832,-3,1039,1045,1927,6,NO
2016,3,10,4,425,JFK,ATL,1559,1608,9,1840,1839,760,-1,NO
2016,3,10,4,478,ATL,JFK,1205,1322,77,1427,1515,760,48,YES
2016,3,10,4,499,JFK,SEA,700,658,-2,1021,1030,2422,9,NO
2016,3,10,4,621,ATL,SEA,1630,1628,-2,1903,1843,2182,-20,NO
2016,3,10,4,744,MSP,ATL,958,1000,2,1326,1323,907,-3,NO
2016,3,10,4,856,MSP,ATL,858,856,-2,1229,1232,907,3,NO
2016,3,10,4,902,ATL,DTW,1454,1501,7,1653,1637,594,-16,NO
2016,3,10,4,955,DTW,ATL,1345,1347,2,1550,1545,594,-5,NO
2016,3,10,4,1081,MSP,DTW,1019,1014,-5,1259,1300,528,1,NO
2016,3,10,4,1955,SEA,DTW,2300,2309,9,618,611,1927,-7,NO
2016,3,10,4,2005,ATL,DTW,725,738,13,917,930,594,13,NO
2016,3,10,4,2188,SEA,ATL,2300,2309,9,642,643,2182,1,NO
2016,3,10,4,2283,DTW,ATL,615,611,-4,823,802,594,-21,NO
2016,3,10,4,2336,ATL,JFK,1515,1512,-3,1740,1714,760,-26,NO
2016,3,10,4,2418,MSP,SEA,710,707,-3,854,904,1399,10,NO
2016,3,10,4,2515,ATL,DTW,1650,1644,-6,1851,1824,594,-27,NO
2016,3,10,4,2610,ATL,MSP,736,734,-2,914,847,907,-27,NO
2016,3,10,4,2790,ATL,DTW,1205,1203,-2,1407,1345,594,-22,NO
2016,3,10,4,2817,JFK,DTW,910,906,-4,1126,1105,509,-21,NO
2016,3,11,5,2283,DTW,ATL,615,611,-4,823,804,594,-19,NO
2016,3,10,4,1397,MSP,SEA,1444,1440,-4,1625,1614,1399,-11,NO
2016,3,10,4,1513,MSP,ATL,730,726,-4,1101,1054,907,-7,NO
2016,3,10,4,1578,ATL,SEA,824,820,-4,1051,1041,2182,-10,NO
2016,3,10,4,1649,DTW,MSP,1005,1001,-4,1104,1053,528,-11,NO
2016,3,10,4,1700,SEA,MSP,35,31,-4,550,530,1399,-20,NO
2016,3,10,4,1805,SEA,DTW,939,956,17,1655,1659,1927,4,NO
2016,3,11,5,1397,MSP,SEA,1444,1439,-5,1625,1613,1399,-12,NO
2016,3,11,5,1513,MSP,ATL,730,728,-2,1101,1105,907,4,NO
2016,3,11,5,1578,ATL,SEA,824,837,13,1051,1037,2182,-14,NO
2016,3,11,5,1649,DTW,MSP,1005,1002,-3,1104,1049,528,-15,NO
2016,3,11,5,1700,SEA,MSP,35,44,9,550,539,1399,-11,NO
2016,3,11,5,1805,SEA,DTW,939,938,-1,1655,1640,1927,-15,NO
2016,3,11,5,1888,MSP,ATL,1515,1509,-6,1840,1826,907,-14,NO
2016,3,11,5,1975,MSP,ATL,1120,1120,0,1444,1449,907,5,NO
2016,3,11,5,2065,MSP,ATL,1932,1938,6,2302,2256,907,-6,NO
2016,3,2,3,979,DTW,ATL,1906,1902,-4,2112,2103,594,-9,NO
2016,3,2,3,1107,ATL,SEA,1932,1930,-2,2205,2218,2182,13,NO
2016,3,3,4,1560,SEA,DTW,710,717,7,1430,1409,1927,-21,NO
2016,3,3,4,1619,ATL,SEA,940,939,-1,1210,1215,2182,5,NO
2016,3,3,4,1681,ATL,DTW,1907,1919,12,2106,2131,594,25,YES
2016,3,3,4,1740,SEA,MSP,845,854,9,1403,1351,1399,-12,NO
2016,3,3,4,1850,DTW,ATL,959,958,-1,1159,1153,594,-6,NO
2016,3,3,4,1955,SEA,DTW,2300,1,61,618,654,1927,36,YES
2016,3,3,4,2005,ATL,DTW,725,722,-3,917,911,594,-6,NO
2016,3,3,4,2188,SEA,ATL,2300,2303,3,642,616,2182,-26,NO
2016,3,3,4,2283,DTW,ATL,615,614,-1,823,801,594,-22,NO
2016,3,3,4,2336,ATL,JFK,1515,1525,10,1740,1739,760,-1,NO
2016,3,12,6,984,ATL,JFK,2050,2046,-4,2319,2251,760,-28,NO
2016,3,12,6,1112,ATL,JFK,1030,1029,-1,1245,1228,760,-17,NO
2016,3,12,6,1255,SEA,ATL,1205,1232,27,1953,2024,2182,31,YES
2016,3,11,5,86,MSP,DTW,1355,1351,-4,1632,1616,528,-16,NO
2016,3,11,5,325,DTW,ATL,1457,1457,0,1700,1637,594,-23,NO
2016,3,11,5,448,JFK,ATL,829,825,-4,1115,1110,760,-5,NO
2016,3,11,5,488,JFK,MSP,1120,1116,-4,1338,1314,1029,-24,NO
2016,3,11,5,589,MSP,SEA,910,909,-1,1051,1042,1399,-9,NO
2016,3,11,5,663,ATL,JFK,1745,1739,-6,2013,2006,760,-7,NO
2016,3,11,5,783,MSP,ATL,630,629,-1,958,949,907,-9,NO
2016,3,11,5,882,SEA,MSP,1520,1516,-4,2037,2011,1399,-26,NO
2016,3,11,5,923,DTW,MSP,1730,1724,-6,1830,1804,528,-26,NO
2016,3,11,5,979,DTW,ATL,1906,1904,-2,2113,2054,594,-19,NO
2016,3,11,5,1107,ATL,SEA,1932,1931,-1,2205,2128,2182,-37,NO
2016,3,11,5,1227,MSP,DTW,1944,1937,-7,2223,2201,528,-22,NO
2016,3,11,5,1328,DTW,JFK,2040,2038,-2,2234,2214,509,-20,NO
2016,3,13,7,783,MSP,ATL,630,630,0,958,1005,907,7,NO
2016,3,13,7,858,MSP,JFK,905,905,0,1250,1248,1029,-2,NO
2016,3,13,7,917,MSP,DTW,835,833,-2,1116,1113,528,-3,NO
2016,3,13,7,963,ATL,MSP,1050,1048,-2,1230,1219,907,-11,NO
2016,3,13,7,1107,ATL,SEA,1932,1930,-2,2205,2139,2182,-26,NO
2016,3,13,7,1187,MSP,SEA,1745,1744,-1,1930,1922,1399,-8,NO
2016,3,13,7,1290,ATL,DTW,2215,2214,-1,12,2400,594,-12,NO
2016,3,11,5,2330,SEA,ATL,845,843,-2,1631,1621,2182,-10,NO
2016,3,11,5,2368,SEA,DTW,1351,1347,-4,2111,2042,1927,-29,NO
2016,3,11,5,2468,DTW,MSP,1350,1346,-4,1443,1434,528,-9,NO
2016,3,11,5,2576,MSP,ATL,1620,1615,-5,1952,1936,907,-16,NO
2016,3,11,5,2644,ATL,MSP,1500,1500,0,1638,1617,907,-21,NO
2016,3,11,5,2803,JFK,ATL,1721,1714,-7,2007,1932,760,-35,NO
2016,3,12,6,86,MSP,DTW,1355,1350,-5,1632,1624,528,-8,NO
2016,3,12,6,423,JFK,ATL,1330,1333,3,1605,1552,760,-13,NO
2016,3,12,6,460,JFK,SEA,1855,1848,-7,2215,2139,2422,-36,NO
2016,3,12,6,588,SEA,MSP,1126,1127,1,1645,1645,1399,0,NO
2016,3,12,6,630,DTW,ATL,2035,2029,-6,2232,2223,594,-9,NO
2016,3,12,6,748,ATL,DTW,1050,1056,6,1246,1239,594,-7,NO
2016,3,12,6,882,SEA,MSP,1545,1544,-1,2103,2108,1399,5,NO
2016,3,12,6,946,ATL,MSP,2205,2200,-5,2343,2313,907,-30,NO
2016,3,13,7,1650,DTW,MSP,710,703,-7,812,738,528,-34,NO
2016,3,13,7,1768,SEA,MSP,845,847,2,1403,1355,1399,-8,NO
2016,3,13,7,1888,MSP,ATL,1515,1512,-3,1840,1832,907,-8,NO
2016,3,13,7,1975,MSP,ATL,1115,1300,105,1439,1629,907,110,YES
2016,3,13,7,2032,MSP,JFK,655,652,-3,1037,1021,1029,-16,NO
2016,3,13,7,2246,DTW,ATL,1626,1634,8,1831,1826,594,-5,NO
2016,3,12,6,1975,MSP,ATL,1120,1119,-1,1443,1443,907,0,NO
2016,3,12,6,2032,MSP,JFK,655,702,7,1036,1023,1029,-13,NO
2016,3,12,6,2139,JFK,ATL,829,834,5,1113,1100,760,-13,NO
2016,3,12,6,2283,DTW,ATL,600,556,-4,804,754,594,-10,NO
2016,3,12,6,2336,ATL,JFK,1505,1506,1,1728,1709,760,-19,NO
2016,3,12,6,2418,MSP,SEA,705,702,-3,847,826,1399,-21,NO
2016,3,12,6,2514,ATL,DTW,2055,2111,16,2253,2254,594,1,NO
2016,3,12,6,2604,SEA,MSP,1305,1257,-8,1824,1825,1399,1,NO
2016,3,12,6,2790,ATL,DTW,1205,1200,-5,1405,1343,594,-22,NO
2016,3,12,6,2825,JFK,ATL,1925,1923,-2,2207,2150,760,-17,NO
2016,3,13,7,87,DTW,MSP,1545,1545,0,1645,1628,528,-17,NO
2016,3,13,7,325,DTW,ATL,1452,1447,-5,1656,1646,594,-10,NO
2016,3,13,7,438,JFK,DTW,900,904,4,1119,1058,509,-21,NO
2016,3,13,7,485,JFK,SEA,1600,1555,-5,1921,1840,2422,-41,NO
2016,3,13,7,557,MSP,DTW,635,633,-2,919,907,528,-12,NO
2016,3,13,7,629,ATL,DTW,910,908,-2,1106,1052,594,-14,NO
2016,3,13,7,2536,MSP,SEA,1929,1928,-1,2114,2100,1399,-14,NO
2016,3,13,7,2614,JFK,MSP,810,808,-2,1035,1008,1029,-27,NO
2016,3,13,7,2803,JFK,ATL,1721,1717,-4,2007,1950,760,-17,NO
2016,3,14,1,87,DTW,MSP,1545,1543,-2,1645,1633,528,-12,NO
2016,3,14,1,423,JFK,ATL,1330,1326,-4,1607,1552,760,-15,NO
2016,3,14,1,462,JFK,MSP,805,812,7,1030,1027,1029,-3,NO
2016,3,14,1,499,JFK,SEA,700,657,-3,1021,939,2422,-42,NO
2016,3,14,1,621,ATL,SEA,1630,1630,0,1903,1839,2182,-24,NO
2016,3,14,1,721,ATL,MSP,1645,1642,-3,1829,1814,907,-15,NO
2016,3,13,7,1357,MSP,DTW,1735,1732,-3,2016,2013,528,-3,NO
2016,3,13,7,1453,DTW,MSP,2045,2049,4,2145,2133,528,-12,NO
2016,3,13,7,1549,MSP,ATL,1734,1728,-6,2110,2104,907,-6,NO
2016,3,13,7,1598,SEA,ATL,630,627,-3,1418,1402,2182,-16,NO
2016,3,14,1,1267,ATL,DTW,1807,1815,8,2010,2007,594,-3,NO
2016,3,14,1,1357,MSP,DTW,1735,1733,-2,2016,2009,528,-7,NO
2016,3,14,1,1453,DTW,MSP,2045,2039,-6,2145,5,528,,NO
2016,3,14,1,1473,SEA,JFK,1120,1115,-5,1945,2007,2422,22,YES
2016,3,14,1,1566,SEA,JFK,740,739,-1,1559,1600,2422,1,NO
2016,3,14,1,1640,DTW,ATL,720,733,13,927,944,594,17,YES
2016,3,14,1,1699,SEA,JFK,2339,2342,3,757,752,2422,-5,NO
2016,3,14,1,1768,SEA,MSP,705,703,-2,1224,1205,1399,-19,NO
2016,3,14,1,1850,DTW,ATL,959,954,-5,1159,1139,594,-20,NO
2016,3,14,1,1955,SEA,DTW,2300,2314,14,618,629,1927,11,NO
2016,3,14,1,2005,ATL,DTW,725,723,-2,917,908,594,-9,NO
2016,3,15,2,1578,ATL,SEA,824,822,-2,1051,1043,2182,-8,NO
2016,3,15,2,1650,DTW,MSP,710,704,-6,812,753,528,-19,NO
2016,3,15,2,1734,MSP,DTW,1145,1141,-4,1426,1422,528,-4,NO
2016,3,14,1,856,MSP,ATL,858,854,-4,1229,1214,907,-15,NO
2016,3,14,1,902,ATL,DTW,1454,1453,-1,1653,1644,594,-9,NO
2016,3,14,1,952,ATL,SEA,1515,1513,-2,1738,1723,2182,-15,NO
2016,3,14,1,984,ATL,JFK,2050,2046,-4,2321,2314,760,-7,NO
2016,3,14,1,1112,ATL,JFK,1030,1029,-1,1246,1234,760,-12,NO
2016,3,15,2,488,JFK,MSP,1120,1116,-4,1338,1308,1029,-30,NO
2016,3,15,2,589,MSP,SEA,1115,1112,-3,1256,1232,1399,-24,NO
2016,3,15,2,663,ATL,JFK,1745,1742,-3,2013,2000,760,-13,NO
2016,3,15,2,748,ATL,DTW,1050,1049,-1,1248,1239,594,-9,NO
2016,3,15,2,858,MSP,JFK,905,904,-1,1250,1243,1029,-7,NO
2016,3,15,2,917,MSP,DTW,835,831,-4,1116,1114,528,-2,NO
2016,3,15,2,963,ATL,MSP,1050,1051,1,1230,1225,907,-5,NO
2016,3,15,2,1096,DTW,MSP,1205,1155,-10,1302,1245,528,-17,NO
2016,3,15,2,1187,MSP,SEA,1745,1747,2,1930,1915,1399,-15,NO
2016,3,15,2,1328,DTW,JFK,2040,2036,-4,2234,2216,509,-18,NO
2016,3,15,2,1419,DTW,ATL,2035,2032,-3,2234,2215,594,-19,NO
2016,3,15,2,1513,MSP,ATL,730,727,-3,1101,1115,907,14,NO
2016,3,16,3,1112,ATL,JFK,1030,1027,-3,1246,1236,760,-10,NO
2016,3,16,3,1231,ATL,DTW,1341,1337,-4,1541,1519,594,-22,NO
2016,3,13,7,2334,DTW,SEA,1215,1210,-5,1415,1339,1927,-36,NO
2016,3,13,7,2424,ATL,SEA,1105,1102,-3,1337,1334,2182,-3,NO
2016,3,14,1,2032,MSP,JFK,655,652,-3,1037,1030,1029,-7,NO
2016,3,14,1,2246,DTW,ATL,1626,1623,-3,1831,1814,594,-17,NO
2016,3,14,1,2299,SEA,JFK,50,47,-3,908,913,2422,5,NO
2016,3,14,1,2336,ATL,JFK,1515,1516,1,1740,1736,760,-4,NO
2016,3,14,1,2424,ATL,SEA,1105,1103,-2,1334,1321,2182,-13,NO
2016,3,14,1,2536,MSP,SEA,1929,1926,-3,2114,2055,1399,-19,NO
2016,3,14,1,2633,DTW,MSP,829,826,-3,928,906,528,-22,NO
2016,3,14,1,2803,JFK,ATL,1721,1721,0,2007,2011,760,4,NO
2016,3,15,2,52,DTW,MSP,829,828,-1,928,947,528,19,YES
2016,3,15,2,281,DTW,SEA,835,833,-2,1039,1013,1927,-26,NO
2016,3,15,2,425,JFK,ATL,1559,1559,0,1840,1812,760,-28,NO
2016,3,16,3,1955,SEA,DTW,2300,2311,11,618,614,1927,-4,NO
2016,3,16,3,2005,ATL,DTW,725,721,-4,917,911,594,-6,NO
2016,3,16,3,2188,SEA,ATL,2300,2319,19,642,636,2182,-6,NO
2016,3,15,2,2514,ATL,DTW,2055,2054,-1,2254,2238,594,-16,NO
2016,3,15,2,2604,SEA,MSP,1305,1306,1,1825,1834,1399,9,NO
2016,3,15,2,2790,ATL,DTW,1205,1204,-1,1407,1400,594,-7,NO
2016,3,15,2,2814,SEA,ATL,1442,1454,12,2229,2213,2182,-16,NO
2016,3,16,3,87,DTW,MSP,1545,1544,-1,1645,1634,528,-11,NO
2016,3,16,3,423,JFK,ATL,1330,1319,-11,1607,1539,760,-28,NO
2016,3,16,3,463,JFK,ATL,829,852,23,1115,1106,760,-9,NO
2016,3,16,3,499,JFK,SEA,700,656,-4,1021,940,2422,-41,NO
2016,3,16,3,621,ATL,SEA,1630,1628,-2,1903,1854,2182,-9,NO
2016,3,16,3,663,ATL,JFK,1745,1813,28,2013,2207,760,,NO
2016,3,16,3,744,MSP,ATL,958,956,-2,1326,1312,907,-14,NO
2016,3,16,3,856,MSP,ATL,858,904,6,1229,1220,907,-9,NO
2016,3,16,3,902,ATL,DTW,1454,1452,-2,1653,1640,594,-13,NO
2016,3,16,3,955,DTW,ATL,1345,1341,-4,1550,1528,594,-22,NO
2016,3,17,4,2246,DTW,ATL,1626,1647,21,1831,1841,594,10,NO
2016,3,15,2,1768,SEA,MSP,705,706,1,1224,1217,1399,-7,NO
2016,3,15,2,1850,DTW,ATL,959,952,-7,1159,1136,594,-23,NO
2016,3,15,2,1975,MSP,ATL,1120,1119,-1,1444,1436,907,-8,NO
2016,3,15,2,2032,MSP,JFK,655,650,-5,1037,1019,1029,-18,NO
2016,3,15,2,2260,SEA,ATL,1055,1052,-3,1846,1820,2182,-26,NO
2016,3,15,2,2334,DTW,SEA,1215,1213,-2,1415,1345,1927,-30,NO
2016,3,17,4,281,DTW,SEA,835,835,0,1039,1012,1927,-27,NO
2016,3,17,4,425,JFK,ATL,1559,1556,-3,1840,1843,760,3,NO
2016,3,17,4,485,JFK,SEA,1600,1556,-4,1921,1849,2422,-32,NO
2016,3,17,4,557,MSP,DTW,635,643,8,918,918,528,0,NO
2016,3,17,4,629,ATL,DTW,910,909,-1,1106,1055,594,-11,NO
2016,3,17,4,744,MSP,ATL,958,957,-1,1326,1315,907,-11,NO
2016,3,17,4,856,MSP,ATL,858,852,-6,1229,1209,907,-20,NO
2016,3,17,4,902,ATL,DTW,1454,1453,-1,1653,1700,594,7,NO
2016,3,17,4,955,DTW,ATL,1345,1344,-1,1550,1531,594,-19,NO
2016,3,17,4,1081,MSP,DTW,1019,1018,-1,1259,1253,528,-6,NO
2016,3,17,4,1122,ATL,MSP,1205,1202,-3,1345,1340,907,-5,NO
2016,3,17,4,1267,ATL,DTW,1807,1859,52,2010,2049,594,39,YES
2016,3,16,3,1290,ATL,DTW,2215,2210,-5,12,2351,594,-21,NO
2016,3,16,3,1397,MSP,SEA,1444,1445,1,1625,1614,1399,-11,NO
2016,3,16,3,1473,SEA,JFK,1120,1120,0,1945,1942,2422,-3,NO
2016,3,16,3,1560,SEA,DTW,710,710,0,1420,1420,1927,0,NO
2016,3,16,3,1619,ATL,SEA,940,940,0,1210,1206,2182,-4,NO
2016,3,16,3,1681,ATL,DTW,1907,1906,-1,2106,2052,594,-14,NO
2016,3,16,3,1740,SEA,MSP,845,843,-2,1403,1348,1399,-15,NO
2016,3,16,3,1850,DTW,ATL,959,954,-5,1159,1143,594,-16,NO
2016,3,17,4,1453,DTW,MSP,2045,2053,8,2145,2135,528,-10,NO
2016,3,17,4,1560,SEA,DTW,710,720,10,1430,1427,1927,-3,NO
2016,3,17,4,1619,ATL,SEA,940,937,-3,1210,1155,2182,-15,NO
2016,3,17,4,1681,ATL,DTW,1907,1922,15,2106,2111,594,5,NO
2016,3,17,4,1740,SEA,MSP,845,847,2,1403,1355,1399,-8,NO
2016,3,17,4,1815,ATL,MSP,1345,1345,0,1531,1512,907,-19,NO
2016,3,17,4,1919,ATL,MSP,2105,2106,1,2254,2232,907,-22,NO
2016,3,17,4,1999,MSP,ATL,1315,1316,1,1647,1643,907,-4,NO
2016,3,17,4,2074,ATL,MSP,1800,1801,1,1943,1939,907,-4,NO
2016,3,17,4,2336,ATL,JFK,1515,1516,1,1740,1734,760,-6,NO
2016,3,17,4,2424,ATL,SEA,1105,1108,3,1337,1335,2182,-2,NO
2016,3,17,4,2536,MSP,SEA,1929,1929,0,2114,2053,1399,-21,NO
2016,3,17,4,2614,JFK,MSP,810,807,-3,1035,1009,1029,-26,NO
2016,3,17,4,2795,JFK,ATL,1925,1937,12,2210,2205,760,-5,NO
2016,3,17,4,2836,JFK,SEA,1910,2340,270,2231,205,2422,214,YES
2016,3,18,5,87,DTW,MSP,1545,1542,-3,1645,1635,528,-10,NO
2016,3,18,5,423,JFK,ATL,1330,1347,17,1607,1616,760,9,NO
2016,3,18,5,460,JFK,SEA,1910,2015,65,2231,2311,2422,40,YES
2016,3,18,5,498,JFK,SEA,2030,2044,14,2353,2319,2422,-34,NO
2016,3,18,5,589,MSP,SEA,1115,1115,0,1256,1253,1399,-3,NO
2016,3,18,5,663,ATL,JFK,1745,1903,78,2013,2115,760,62,YES
2016,3,18,5,783,MSP,ATL,630,627,-3,958,953,907,-5,NO
2016,3,19,6,1434,MSP,SEA,910,916,6,1049,1117,1399,28,YES
2016,3,19,6,1513,MSP,ATL,730,743,13,1058,1120,907,22,YES
2016,3,19,6,1578,ATL,SEA,824,820,-4,1050,1034,2182,-16,NO
